title,full_text,link,date
До 10 ноября инвесторы могут расконвертировать расписки и перевести российские ценные бумаги из-за рубежа,"Дополнительный месяц также появляется у тех, кто хочет перевести отечественные ценные бумаги из иностранного депозитария в российский в принудительном порядке. Такой закон подписал Президент, указано на сайте ЦБ.
Срок продлили, чтобы владельцы ценных бумаг успели собрать необходимые документы и подать заявление.
Не позднее 24 ноября 2022 года российские депозитарии должны открыть обратившимся инвесторам счета и зачислить на них российские ценные бумаги или отказать в проведении операций.",https://www.klerk.ru/buh/news/537130/,2022-10-07
"Выплату по льготным кредитам малому бизнесу приостановят, если бизнесмена мобилизовали","Проект опубликован на федеральном портале.
Продление максимального срока микрозайма будет до 5 лет. Заемщик должен направить заявление (любым доступным способом) до конца 2023 года.
Это относится, в том числе, и к самозанятым.
Предоставить документы о нахождении на военной службе надо будет в течение 30 дней после ее окончания.
Также предусмотрено при мобилизации получателя гранта приостановление исполнения обязательств и заключение допсоглашения:",https://www.klerk.ru/buh/news/537125/,2022-10-07
Работа с самозанятыми позволяет снизить налоги. Но бухгалтеры допускают ошибки,"Вебинар пройдет 11 октября 2022 г., 15:00 мск
При работе с самозанятыми бизнес получает ряд преимуществ, отказываться от которых, конечно, неразумно.
Работа с самозанятыми исполнителями дает заказчикам уникальную преференцию в виде экономической выгоды и позволяет отказаться от серых зарплат и сомнительных схем. Однако вопросов по работе с самозанятыми остается очень много.
Чтобы ответить на них, приходите на вебинар со своими кейсами – разберем, как в вашей компании настроить работу с самозанятыми так, чтобы это было корректно и безопасно.",https://www.klerk.ru/buh/news/537100/,2022-10-07
Во Владимирской области появится особая экономическая зона «Владимир»,"Документ уже разместили на федеральном портале проектов нормативных правовых актов.
Особые экономические зоны привлекают инвестиции и развивают регионы.
В ОЭЗ «Владимир» планируется привлечь 18,7 млрд руб. и создать в регионе более 1,8 тыс. новых рабочих мест.
В числе проектов, которые будут в ОЭЗ «Владимир»:",https://www.klerk.ru/buh/news/537099/,2022-10-07
❗ Приостановку трудового договора с мобилизованными надо отражать в СЗВ-ТД. Принят закон,"Опубликован Федеральный закон от 07.10.2022 № 379-ФЗ.
Закон вступил в силу сегодня.
Между тем порядок сдачи СЗВ-ТД еще не меняли. Пока есть только проект ПФР.
Для формы СЗВ-ТД введут такие новые коды:",https://www.klerk.ru/buh/news/537115/,2022-10-07
Под видом повесток мошенники рассылают электронные письма с вредоносным ПО,"Граждане стали получать на электронную почту письма, в которых человека призывают срочно явиться в военкомат, пишет «РБК».
Якобы повестку лично в руки выдать не удалось, поэтому гражданин должен явиться в военкомат в назначенное время.
Вся подробная информация содержится в прилагаемом PDF-файле, который нужно скачать по ссылке.
Переходя по ссылке, человек скачивает себе вредоносное ПО.
В тексте письма мошенники угрожают человеку различными штрафами и уголовной ответственностью за неявку по повестке.
Помните, что даже через Госуслуги повестка не придет, ее может выдать только военкомат или уполномоченный работодатель.",https://www.klerk.ru/buh/news/537071/,2022-10-07
Почти 40 млрд рублей хранят россияне в грузинских банках,"Данные приводятся по состоянию на август 2022 года, сообщает «Ъ».
С начала специальной военной операции больше 45 тысяч россиян открыли счета в банках Грузии.
Всего же активные счета в грузинских банках имеют больше 60 тыс. соотечественников.
Сумма средств, которые размещены на счетах россиян в Грузии, увеличилась на 170%.
Оборот российского рубля в Грузии увеличился в три раза по сравнению с аналогичным периодом прошлого года.",https://www.klerk.ru/buh/news/537080/,2022-10-07
Компании адаптировались к санкциям. 60% уже нашло новых поставщиков,"59,3% российских компаний уже смогли найти новых поставщиков.
Почти 70% из них закупаются у соотечественников, а 25% закупает сырье у поставщиков из дружественных стран, сообщают «vesti.ru».
После объявления санкций большинство российских компаний были вынуждены искать новые каналы поставок сырья и материалов.",https://www.klerk.ru/buh/news/537059/,2022-10-07
"Мошенники теперь не только звонят и представляются сотрудниками ЦБ, но и присылают фото липовых удостоверений","Чтобы человек мог удостовериться в честности звонящего, мошенники направляют ему на почту или в мессенджер удостоверение сотрудника банка, пишут «vesti.ru».
На удостоверении есть печать и логотип ЦБ.
Удостоверение может содержать даже реальную фамилию сотрудника банка.
Сведения о них мошенники могут брать с сайта регулятора.
Напомним, что ЦБ не работает с физлицами и не направляет никому копии своих рабочих удостоверений.
На прошлой неделе мошенники пытались украсть данные банковских карт с помощью видеозвонков.",https://www.klerk.ru/buh/news/537064/,2022-10-07
Президент подписал законы о кредитных каникулах и освобождении от уплаты пеней за ЖКХ,"Опубликован Федеральный закон от 07.10.2022 № 377-ФЗ.
Теперь все мобилизованные граждане смогут получить кредитные каникулы по потребительским и ипотечным кредитам.
На кредитные каникулы могут рассчитывать и члены семей мобилизованных.
Еще один закон освобождает мобилизованных граждан и членов их семей от уплаты пеней за ЖКУ.
Федеральный закон от 07.10.2022 № 378-ФЗ уже есть на портале правовой информации.",https://www.klerk.ru/buh/news/537105/,2022-10-07
✅ Заработали поправки в Трудовой кодекс для мобилизованных,"Опубликован Федеральный закон от 07.10.2022 № 376-ФЗ.
Он действует с сегодняшнего дня. Нормы для мобилизованных заработают задним числом — с 21 сентября.
Закон закрепляет в ТК норму о приостановке трудового договора с мобилизованными. Эта норма работает по постановлению Правительства в 2022 — 2023 годах.
В ТК описана процедура приостановки. От сотрудника нужно заявление с копией повестки. Работодатель издает приказ и выплачивает зарплату.
За время приостановки зарплату не начисляют. Но стаж для отпуска и для пенсии идет.
Уволить такого сотрудника по инициативе работодателя можно в таких случаях:
После выхода на работу действие трудового договора с мобилизованным возобновляется.
В ТК также прописали льготы для членов семей мобилизованных — по сокращению штата, сверхурочной, ночной работе и работе по выходным.
Подробный разбор всех поправок в ТК смотрите в статье «У мобилизованных и контрактников-добровольцев будет идти трудовой и пенсионный стаж. Обзор новых трудовых правил».",https://www.klerk.ru/buh/news/537107/,2022-10-07
"Работник просит найти место полегче, а вакансий нет. Бухгалтеры думают, как грамотно уволить и единственный ли это вариант","Оставлять человека, не способного выполнять свои функции, значит подвергать всех возможному несчастному случаю на производстве.
Поэтому коллеги обсуждают, как грамотно отказать работнику, чтобы не возникло проблем с трудинспекцией.
А мы напомним, что существуют разные варианты действий работодателя в такой ситуации. Все их обсудим на бесплатном вебинаре. А там же разберем действия работодателя при несчастных случаях на производстве.
Вебинар пройдет 10 октября в 11:00 мск.
С 1 сентября 2022 года действует новый порядок расследования несчастных случаев на производстве.
Получите рекомендации адвоката-практика.",https://www.klerk.ru/buh/news/537081/,2022-10-07
ЕС ввел санкции против Гознака,"Компания выполняла заказы для банков Латинской Америки, Ближнего и Дальнего Востока, Африки, Европы и стран СНГ, сообщает «Frank Media».
С 26 сентября против Гознака ввела санкции Великобритания, а вчера и весь ЕС.
Гознак изготавливает бланки для российских паспортов, которые получают жители новых регионов.",https://www.klerk.ru/buh/news/537074/,2022-10-07
🙉 Роструд советует работодателям делать запрос в ФСБ для подтверждения выезда сотрудника за границу,"Вопросы по этому поводу поступают в Роструд.
Например, сотрудник постфактум уведомил своего руководителя о том, что он уехал из России в другую страну, трудовые обязанности не исполняет.
Роструд дает такой совет:
«По вопросу получения информации о пересечении границы РФ физлицами рекомендуем обращаться в Пограничную службу ФСБ, к компетенции которой относятся контроль и учет пересечения границы физлицами, въезжающими в РФ и выезжающими из РФ»
При этом Роструд не поясняет, на каком основании ФСБ будет давать работодателю информацию о выезде сотрудника, и что работодатель с этой информацией будет делать.
Также Роструд поясняет, что уволить за прогулы можно при соблюдении таких условий:
Бухгалтеры, тем временем, советуются в Красном уголке бухгалтера, как настроить в 1С учет НДФЛ по работникам, которые уехали за границу.",https://www.klerk.ru/buh/news/537073/,2022-10-07
"Бюджетные организации могут принимать строительные работы по акту КС-2, который подписан руководителем","Такое разъяснение дает Минфин в письме от 16.08.2022 № 02-07-05/80126.
Ориентироваться надо на ФСБУ для госсектора (СГС) «Концептуальные основы бухгалтерского учета и отчетности организаций государственного сектора».
По п. 25 СГС первичные документы принимаются к бухучету, если они составлены по унифицированным формам, а документы, формы которых не унифицированы, должны содержать обязательные реквизиты.
Формы КС-2 и КС-3 утверждены постановлением Госкомстата от 11.11.1999 № 100.
Обязательные реквизиты для первички прописаны в законе о бухучете № 402-ФЗ (ст. 9) и СГС «Концептуальные основы» (п.25).
Таким образом, КС-2 и КС-3 должны обязательно содержать наименование должности, подпись и инициалы лица, которое уполномочено выступать от имени организации.",https://www.klerk.ru/buh/news/537063/,2022-10-07
"Банкротов среди россиян стало в два раза меньше. Чаще всего банкротятся сами, реже – по требованию ФНС","Суды признали несостоятельными 194 тыс. человек, пишут «Известия».
В основном банкротами признают себя жители Краснодарского края, Москвы и Московской области.
Инициаторами 96,1% банкротств стали сами физлица, остальные 3,9% стали банкротами по требованиям ФНС или кредиторов.
С сентября 2020 года в России действует механизм внесудебного банкротства физлиц.
Подать заявление на банкротство можно через МФЦ, но только если задолженность от 50 до 500 тыс. руб.
Воспользоваться такой процедурой избавления от долгов можно раз в 10 лет.
С 1 октября 2022 года в России отменили мораторий на банкротство физлиц, который действовал с апреля 2022 года.",https://www.klerk.ru/buh/news/537054/,2022-10-07
В новые российские регионы в течение года придут банки из ТОП-10,"Первыми на новые территории придут банки, которые уже работают в Крыму. У них есть опыт перехода от украинской платежной системы к российской.
В течение года появятся и другие крупнейшие финансовые организации страны, сообщают «Известия».
С июня 2022 года ПСБ ведет активную работу на территории ДНР, ЛНР, Запорожской и Херсонской областей.
В ближайшее время ПСБ обещает открыть доступ к кредитованию населения в новых регионах РФ.
В понедельник ЦБ опубликовал перечень системно значимых банков, куда вошли ВТБ, ПСБ, Сбер и другие банки.",https://www.klerk.ru/buh/news/537057/,2022-10-07
В России растет число финансовых пирамид. Но они маленькие и ЦБ успевает их блокировать,"За первые три квартала 2022 года ЦБ выявил 1481 организацию с признаками финансовой пирамиды, сообщает «Прайм».
Из них больше 500 компаний в третьем квартале.
Все организации с признаками финансовых пирамид маленькие и не разрастаются.
97% таких компаний действует в интернете и ЦБ успешно их блокирует.
За этот же период ЦБ обнаружил 392 интернет-игры с признаками финансовой пирамиды.
За прошлый год финансовые пирамиды украли у людей больше 12 млрд руб.",https://www.klerk.ru/buh/news/537052/,2022-10-07
↔️ ФНС рекомендует мобилизованным ИП на ПСН переходить в самозанятые,"Такое совет дает ФНС, отвечая на вопросы налогоплательщиков.
Если при этом ИП хочет сохранить свой предпринимательский статус, он может перейти на НПД, оставаясь ИП.
Если у самозанятого нет дохода, облагаемого НПД, налог начисляться не будет.
Тема мобилизованных директоров  и предпринимателей самая обсуждаемая в нашем канале Telegram.",https://www.klerk.ru/buh/news/537046/,2022-10-07
По вашей жалобе на нарушения с ККТ налоговики не выйдут на внеплановую проверку. Потому что сейчас мораторий,"Дело в том, что в 2022 году действует мораторий на проверки, в том числе по нарушениям с ККТ.
Он введен постановлением Правительства от 10.03.2022 № 336.
Про проверки по ККТ там сказано, что в 2022 году их проводят только по решению руководителя, замруководителя ФНС.
И нарушения закона № 54-ФЗ (о ККТ) — это не те нарушения, которые связаны с непосредственной угрозой причинения вреда жизни и тяжкого вреда здоровью граждан.
Об этом сообщает ФНС в письме от 29.09.2022 № ПА-3-20/10550@.",https://www.klerk.ru/buh/news/537045/,2022-10-07
"Старые компании из ЛНР и ДНР платят налог с оборота, а новые – НДС","Это касается сделок как внутри новых субъектов, так и с компаниями из других субъектов.
Для нового бизнеса, который зарегистрирован уже после присоединения этих субъектов к РФ, действуют нормы НК со дня создания. Они при реализации платят НДС.
С 1 января 2023 года для налогоплательщиков налога с оборота по длящимся договорам, заключенным до принятия в состав РФ ДНР, ЛНР, Запорожской и Херсонской областей и создания новых субъектов, введут особенности определения налоговых обязательств по НДС.
Об этом сообщает ФНС в разделе «Часто задаваемые вопросы».",https://www.klerk.ru/buh/news/537032/,2022-10-07
"На границе ДНР, ЛНР, Херсонской и Запорожской областями с Россией больше нет таможенного контроля","Таможенный контроль на границе с вошедшими в состав РФ ДНР, ЛНР, Херсонской и Запорожской областями отменен.
С 5 сентября таможенные пункты на границе Ростовской области с ДНР и ЛНР прекратили свою работу, сообщил донской губернатор в своем канале Telegram.
Между Херсонской областью и Крымом госграница стала административной, таможенный контроль с 5 октября больше не осуществляется. Об этом сообщает РИА Новости со ссылкой на заместителя главы администрации области Кирилла Стремоусова.
Нет таможни, нет и нулевой ставки НДС по товарам.",https://www.klerk.ru/buh/news/536994/,2022-10-07
ФАС предложила поднять сборы с авиакомпаний,"Для российских компаний сборы увеличат на 60%, а для иностранных – на 40%.
С 1 апреля 2023 сборы за аэронавигационное обслуживание поднимут еще на 10% для российских и иностранных перевозчиков, пишут «Известия».
К аэронавигационному обслуживанию относят плату за метеорологическую, радиотехническую и другую информацию, которая нужна для полета.",https://www.klerk.ru/buh/news/537001/,2022-10-07
На «Яндекс Маркете» появился раздел «Ресейл». Там будут продавать уцененные и б/у товары,"Сам раздел был запущен еще в апреле, но только для люксовых сумок и некоторых категорий смартфонов, пишут «Vesti.ru».
Теперь любой продавец может выставить в продажу витринный образец или уцененный товар.
Вместе с бывшими в употреблении товарами они появятся в разделе «Ресейл».
Покупатели смогут оценить состояние товара по фотографиям и решить, покупать новый или уцененный товар.
Продавать товары в категории «Ресейл» начнут с 17 октября.
Вчера мы писали, что Авито собирается скупать старые смартфоны, ремонтировать и продавать с гарантией.",https://www.klerk.ru/buh/news/537008/,2022-10-07
Ветеринарный и фитосанитарный сертификат можно оформить на платформе «Мой экспорт»,"Ветеринарный сертификат нужно получить на товары животного происхождения, животных, корма, удобрения, лекарства для ветеринарии, сообщают «РИА Новости».
Фитосанитарный сертификат понадобится для экспорта товаров растительного происхождения, растений, почвы, материалов, которые могут содержать опасные микроорганизмы.
Сертификаты выдаются отдельно для каждой экспортируемой партии товаров.
Ежегодно выдается около 1 млн фитосанитарных сертификатов и 65 тыс. ветеринарных сертификатов.
Теперь их можно получить, отправив электронную заявку с помощью сервиса «Мой экспорт».",https://www.klerk.ru/buh/news/536983/,2022-10-07
Испорченные или потерянные свидетельства и справки из ЗАГСа можно заказать на Госуслугах,"Если вы не получили бумажный документ или он испортился, то заказать свидетельство или справку из ЗАГСа теперь можно через Госуслуги. Об этом сообщает официальный Telegram-канал Минцифры.
Какие свидетельства можно заказать:
Справки из ЗАГСа обычно нужны для оформления пенсий, пособий и совершения сделок.
Справкой из ЗАГСа могут подтвердить:
Чтобы подать заявление, нужна подтвержденная учетная запись на Госуслугах.
Если заказываете свидетельство впервые, то платить ничего не нужно.
За дубликат придется заплатить госпошлину.
Кстати, скидок на уплату госпошлины через Госуслуги скоро не будет.",https://www.klerk.ru/buh/news/536981/,2022-10-07
Из кредитных каникул можно выйти досрочно,"Если вы хотите прервать кредитные каникулы и вернуться в прежний график платежей, то сделать это можно в любое время, сообщается на сайте ЦБ РФ.
Достаточно только уведомить об этом кредитора.
Можно не прерывать кредитные каникулы, а просто вносить посильные платежи.
Они пойдут на погашение основного долга, и после окончания кредитных каникул вам начислят меньше процентов.
ЦБ уже давал разъяснения по кредитным каникулам для мобилизованных.",https://www.klerk.ru/buh/news/536993/,2022-10-07
